file;cadical_rect_res;cadical_rect_time;cadical_core_res;cadical_core_time;meancop_res;meancop_time;ematching_res;ematching_time
./TPTP-v8.2.0/Problems/LAT/LAT156-1.p;255;30.008288040;255;30.008803684;255;30.003107700;255;30.138338454
./TPTP-v8.2.0/Problems/LAT/LAT233-1.p;255;30.009991857;255;30.007292070;255;30.003906173;255;30.124800492
./TPTP-v8.2.0/Problems/LAT/LAT241-1.p;255;30.009980917;255;30.008784683;255;30.004239343;255;30.142015249
./TPTP-v8.2.0/Problems/LAT/LAT187-1.p;255;30.009730781;255;30.006903889;255;30.002953796;255;30.177851400
./TPTP-v8.2.0/Problems/LAT/LAT158-1.p;255;30.008408232;255;30.007940579;255;30.003665825;255;30.152809113
./TPTP-v8.2.0/Problems/LAT/LAT248-1.p;255;30.007749993;255;30.006868988;255;30.002707988;255;30.143490639
./TPTP-v8.2.0/Problems/LAT/LAT398-2.p;255;30.009923555;255;30.007710221;255;30.003729586;255;30.121267651
./TPTP-v8.2.0/Problems/LAT/LAT234-1.p;255;30.010523522;255;30.007809235;255;30.003672916;255;30.147554815
./TPTP-v8.2.0/Problems/LAT/LAT198-1.p;255;30.008509855;255;30.007361411;255;30.003695516;255;30.131734557
./TPTP-v8.2.0/Problems/LAT/LAT225-1.p;255;30.008700490;255;30.006712803;255;30.003529461;255;30.150886708
./TPTP-v8.2.0/Problems/LAT/LAT222-1.p;255;30.010741718;255;30.006702893;255;30.003203123;255;30.159361027
./TPTP-v8.2.0/Problems/LAT/LAT189-1.p;255;30.008801294;255;30.008023271;255;30.003010777;255;30.225938628
./TPTP-v8.2.0/Problems/LAT/LAT274-1.p;255;30.110963595;255;30.007080945;255;30.003501003;255;30.351315151
./TPTP-v8.2.0/Problems/LAT/LAT196-1.p;255;30.009208524;255;30.008335289;255;30.002864293;255;30.156090975
./TPTP-v8.2.0/Problems/LAT/LAT149-1.p;255;30.010797169;255;30.007019442;255;30.003243893;255;30.172730135
./TPTP-v8.2.0/Problems/LAT/LAT011-1.p;255;30.008285358;255;30.008757921;255;30.003062508;255;30.169703759
./TPTP-v8.2.0/Problems/LAT/LAT147-1.p;255;30.007663771;255;30.008423572;255;30.003863440;255;30.115779265
./TPTP-v8.2.0/Problems/LAT/LAT191-1.p;255;30.008708280;255;30.008013950;255;30.003722896;255;30.124646216
./TPTP-v8.2.0/Problems/LAT/LAT140-1.p;255;30.008361500;255;30.006625570;255;30.002846631;255;30.143540780
./TPTP-v8.2.0/Problems/LAT/LAT080-1.p;255;30.008174924;255;30.007950836;255;30.003833848;255;30.021202623
./TPTP-v8.2.0/Problems/LAT/LAT250-1.p;255;30.008009800;255;30.006893759;255;30.003053307;255;30.193638566
./TPTP-v8.2.0/Problems/LAT/LAT257-1.p;255;30.008257557;255;30.007107074;255;30.003787438;255;30.179278639
./TPTP-v8.2.0/Problems/LAT/LAT175-1.p;255;30.008368989;255;30.007229016;255;30.003603272;255;30.137779626
./TPTP-v8.2.0/Problems/LAT/LAT064-1.p;255;30.007728771;255;30.008173764;255;30.003130989;255;30.166744524
./TPTP-v8.2.0/Problems/LAT/LAT397-1.p;255;30.010178059;255;30.007238256;255;30.002969193;255;30.094487603
