file;cadical_rect_res;cadical_rect_time;meancop_res;meancop_time;mbqi_res;mbqi_time;ematching_res;ematching_time
./TPTP-v8.2.0/Problems/LAT/LAT094-1.p;255;30.033824787;255;30.003074501;255;30.006467430;255;30.025066249
./TPTP-v8.2.0/Problems/LAT/LAT154-1.p;255;30.034475264;255;30.003603636;255;30.008901783;255;30.117299499
./TPTP-v8.2.0/Problems/LAT/LAT065-10.p;255;30.035402757;255;30.002899297;255;30.008162975;255;30.122097002
./TPTP-v8.2.0/Problems/LAT/LAT185-1.p;255;30.043228127;255;30.003386421;255;30.008974695;255;30.107689843
./TPTP-v8.2.0/Problems/LAT/LAT045-1.p;255;30.029580428;255;30.003211235;255;30.008322958;255;30.118974132
./TPTP-v8.2.0/Problems/LAT/LAT161-1.p;255;30.018250158;255;30.002446406;255;30.009798636;255;30.092160406
./TPTP-v8.2.0/Problems/LAT/LAT222-10.p;255;30.038419533;255;30.003148045;255;30.008863782;255;30.119966527
./TPTP-v8.2.0/Problems/LAT/LAT166-1.p;255;30.045991027;255;30.002919908;255;30.006451771;255;30.112610469
./TPTP-v8.2.0/Problems/LAT/LAT093-1.p;255;30.026384316;255;30.002990340;255;30.007260341;255;30.009220024
./TPTP-v8.2.0/Problems/LAT/LAT276-1.p;255;30.110403745;255;30.003661338;255;30.010274198;255;30.235309558
./TPTP-v8.2.0/Problems/LAT/LAT039-2.p;0;.033300562;0;.004631039;0;.034632566;0;.028827487
./TPTP-v8.2.0/Problems/LAT/LAT030-1.p;255;30.016575135;255;30.003031922;255;30.008485072;255;30.009309076
./TPTP-v8.2.0/Problems/LAT/LAT269-2.p;255;30.008331929;0;.005922152;255;30.008145766;0;.029623748
./TPTP-v8.2.0/Problems/LAT/LAT271-2.p;0;.031479456;0;.004032213;0;.030255434;0;.025570934
./TPTP-v8.2.0/Problems/LAT/LAT278-1.p;255;30.154683941;0;.051638261;255;30.036704094;255;30.240881610
./TPTP-v8.2.0/Problems/LAT/LAT261-1.p;0;10.897568368;0;.055318556;0;.059089741;0;.059902162
./TPTP-v8.2.0/Problems/LAT/LAT168-1.p;255;30.021170504;255;30.003800111;255;30.006401331;255;30.254324154
./TPTP-v8.2.0/Problems/LAT/LAT203-1.p;255;30.039527254;255;30.004213211;255;30.007648012;255;30.088079431
./TPTP-v8.2.0/Problems/LAT/LAT204-1.p;255;30.007532206;255;30.003454784;255;30.007710605;255;30.097864733
./TPTP-v8.2.0/Problems/LAT/LAT037-1.p;255;30.008640485;255;30.003294979;255;30.009496791;255;30.111295726
./TPTP-v8.2.0/Problems/LAT/LAT270-1.p;255;30.086543694;0;.053954090;0;22.615779353;0;.326982745
./TPTP-v8.2.0/Problems/LAT/LAT221-1.p;255;30.007017906;255;30.003215851;255;30.013092604;255;30.091660796
./TPTP-v8.2.0/Problems/LAT/LAT012-1.p;255;30.007868047;255;30.003564259;255;30.008734953;255;30.160424025
./TPTP-v8.2.0/Problems/LAT/LAT015-1.p;255;30.006403900;255;30.003939778;255;30.010062667;255;30.017209271
./TPTP-v8.2.0/Problems/LAT/LAT226-1.p;255;30.007100547;255;30.003812666;255;30.009477692;255;30.100276016
./TPTP-v8.2.0/Problems/LAT/LAT266-1.p;255;30.052393180;0;.353712319;255;30.011049074;255;30.233734142
./TPTP-v8.2.0/Problems/LAT/LAT279-1.p;255;30.136817689;0;.049535558;255;30.032855651;255;30.231842583
./TPTP-v8.2.0/Problems/LAT/LAT276-2.p;255;30.014279915;255;30.003451489;255;30.009149307;0;.030316675
./TPTP-v8.2.0/Problems/LAT/LAT254-1.p;255;30.007625823;255;30.004116535;255;30.010757996;255;30.115352164
./TPTP-v8.2.0/Problems/LAT/LAT005-2.p;255;30.008948778;255;30.003207483;0;7.339821772;255;30.036005054
./TPTP-v8.2.0/Problems/LAT/LAT278-2.p;0;10.122826080;0;.004131096;255;30.008739737;0;.031532696
./TPTP-v8.2.0/Problems/LAT/LAT192-1.p;255;30.009190825;255;30.003930542;255;30.008864399;255;30.105218586
./TPTP-v8.2.0/Problems/LAT/LAT143-1.p;255;30.008518257;255;30.003626784;255;30.008192002;255;30.128050850
./TPTP-v8.2.0/Problems/LAT/LAT228-1.p;255;30.007491321;255;30.003550843;255;30.007786022;255;30.107956895
./TPTP-v8.2.0/Problems/LAT/LAT084-1.p;255;30.007746177;255;30.002946477;255;30.010174663;255;30.011520669
./TPTP-v8.2.0/Problems/LAT/LAT138-1.p;255;30.009684776;255;30.003662165;255;30.010278735;255;30.122765145
./TPTP-v8.2.0/Problems/LAT/LAT401-1.p;255;30.008993239;255;30.004223249;255;30.009775773;255;30.122294233
./TPTP-v8.2.0/Problems/LAT/LAT393-1.p;255;30.008351013;255;30.003526331;255;30.007373342;255;30.014109355
./TPTP-v8.2.0/Problems/LAT/LAT253-1.p;255;30.007308886;255;30.003328247;255;30.009048944;255;30.104808415
./TPTP-v8.2.0/Problems/LAT/LAT195-1.p;255;30.008310222;255;30.003424829;255;30.007580607;255;30.108668584
./TPTP-v8.2.0/Problems/LAT/LAT144-1.p;255;30.008232830;255;30.003478480;255;30.009252759;255;30.107001182
./TPTP-v8.2.0/Problems/LAT/LAT400-2.p;255;30.009257176;255;30.003166283;255;30.007539265;255;30.119091521
./TPTP-v8.2.0/Problems/LAT/LAT268-10.p;255;30.010247752;255;30.003317956;255;30.009071245;255;30.010827381
./TPTP-v8.2.0/Problems/LAT/LAT083-1.p;255;30.009642075;255;30.003157212;255;30.009448094;255;30.014275049
./TPTP-v8.2.0/Problems/LAT/LAT394-1.p;255;30.008804734;255;30.002703320;255;30.008684565;255;30.015017318
./TPTP-v8.2.0/Problems/LAT/LAT272-2.p;0;.031007203;0;.005804228;0;.029656799;0;.028029527
./TPTP-v8.2.0/Problems/LAT/LAT029-1.p;255;30.006670069;255;30.003483360;255;30.008090090;255;30.123629196
./TPTP-v8.2.0/Problems/LAT/LAT171-1.p;255;30.008152227;255;30.003350207;255;30.009687551;255;30.136449135
./TPTP-v8.2.0/Problems/LAT/LAT176-1.p;255;30.007668666;255;30.003519552;255;30.009383723;255;30.126196623
./TPTP-v8.2.0/Problems/LAT/LAT223-10.p;255;30.009095931;255;30.003147791;255;30.009089125;255;30.146320848
./TPTP-v8.2.0/Problems/LAT/LAT178-1.p;255;30.007755147;255;30.003200374;255;30.008988612;255;30.114055173
./TPTP-v8.2.0/Problems/LAT/LAT020-1.p;255;30.007346817;255;30.003101150;255;30.007593497;255;30.110222424
./TPTP-v8.2.0/Problems/LAT/LAT241-10.p;255;30.008134858;255;30.002799702;255;30.010055810;255;30.133176862
./TPTP-v8.2.0/Problems/LAT/LAT213-1.p;255;30.007908702;255;30.003242073;255;30.008900251;255;30.117232433
./TPTP-v8.2.0/Problems/LAT/LAT005-3.p;255;30.008021854;255;30.003366737;255;30.009473095;255;30.139429552
./TPTP-v8.2.0/Problems/LAT/LAT214-1.p;255;30.007211084;255;30.003324666;255;30.011004834;255;30.116090254
./TPTP-v8.2.0/Problems/LAT/LAT205-1.p;255;30.009336558;255;30.003097291;255;30.007924226;255;30.102178028
./TPTP-v8.2.0/Problems/LAT/LAT027-1.p;255;30.007821749;255;30.003557882;255;30.008349756;255;30.171657256
./TPTP-v8.2.0/Problems/LAT/LAT206-10.p;255;30.009976944;255;30.003046319;255;30.009387103;255;30.117622864
./TPTP-v8.2.0/Problems/LAT/LAT036-1.p;255;30.008164158;255;30.003558982;255;30.008345036;255;30.139852862
./TPTP-v8.2.0/Problems/LAT/LAT031-1.p;255;30.007370138;255;30.003161812;255;30.008586872;255;30.111307792
./TPTP-v8.2.0/Problems/LAT/LAT169-1.p;255;30.008391804;255;30.003313695;255;30.010740868;255;30.121240866
./TPTP-v8.2.0/Problems/LAT/LAT202-1.p;255;30.008746894;255;30.003054989;255;30.010391229;255;30.135743017
./TPTP-v8.2.0/Problems/LAT/LAT268-1.p;255;30.073096219;255;30.003970322;255;30.018219228;255;30.262813488
./TPTP-v8.2.0/Problems/LAT/LAT167-1.p;255;30.008845835;255;30.003525581;255;30.007656268;255;30.115599762
./TPTP-v8.2.0/Problems/LAT/LAT092-1.p;255;30.009915253;255;30.004229458;255;30.010278176;255;30.017793439
./TPTP-v8.2.0/Problems/LAT/LAT095-1.p;255;30.007960873;255;30.003371487;255;30.009507295;255;30.010710608
./TPTP-v8.2.0/Problems/LAT/LAT183-10.p;255;30.009528563;255;30.003127541;255;30.009662810;255;30.123635227
./TPTP-v8.2.0/Problems/LAT/LAT043-1.p;255;30.007422048;255;30.003375097;255;30.008997194;255;30.097211191
./TPTP-v8.2.0/Problems/LAT/LAT264-2.p;0;.029549776;0;.004551986;0;.025081461;0;.026452126
./TPTP-v8.2.0/Problems/LAT/LAT044-1.p;255;30.012149540;255;30.003247504;255;30.012194105;255;30.137683616
./TPTP-v8.2.0/Problems/LAT/LAT038-1.p;255;30.009144844;255;30.003193123;255;30.009342342;255;30.112238566
./TPTP-v8.2.0/Problems/LAT/LAT160-1.p;255;30.009447271;255;30.003447559;255;30.007918395;255;30.126179862
./TPTP-v8.2.0/Problems/LAT/LAT400-3.p;255;30.010937460;255;30.003561832;255;30.008065318;255;30.225474223
./TPTP-v8.2.0/Problems/LAT/LAT155-1.p;255;30.009394330;255;30.003364717;255;30.006143910;255;30.093838975
./TPTP-v8.2.0/Problems/LAT/LAT277-1.p;255;30.163661436;255;30.003480280;255;30.033217763;255;30.248273456
./TPTP-v8.2.0/Problems/LAT/LAT242-1.p;255;30.010717773;255;30.003013658;255;30.008718696;255;30.096251647
./TPTP-v8.2.0/Problems/LAT/LAT184-1.p;255;30.008665801;255;30.003709756;255;30.010529641;255;30.086941509
./TPTP-v8.2.0/Problems/LAT/LAT152-1.p;255;30.007810859;255;30.003384868;255;30.008702446;255;30.109102466
./TPTP-v8.2.0/Problems/LAT/LAT245-1.p;255;30.006915307;255;30.003741267;255;30.009777974;255;30.092191873
./TPTP-v8.2.0/Problems/LAT/LAT183-1.p;255;30.008315392;255;30.003515242;255;30.008500370;255;30.097378616
./TPTP-v8.2.0/Problems/LAT/LAT275-2.p;0;.821135187;0;.004789973;0;13.072036530;0;.027885244
./TPTP-v8.2.0/Problems/LAT/LAT076-1.p;255;30.009375560;255;30.003526842;255;30.007325680;255;30.008910253
./TPTP-v8.2.0/Problems/LAT/LAT239-1.p;255;30.008727163;255;30.003995954;255;30.008198904;255;30.098210557
./TPTP-v8.2.0/Problems/LAT/LAT265-1.p;0;4.747105214;0;.055078770;0;.060085107;0;.059837651
./TPTP-v8.2.0/Problems/LAT/LAT004-1.p;255;30.009327369;255;30.003760048;255;30.011155380;255;30.109774672
./TPTP-v8.2.0/Problems/LAT/LAT078-1.p;255;30.010923770;255;30.003799180;255;30.006613894;255;30.012783381
./TPTP-v8.2.0/Problems/LAT/LAT280-2.p;0;.597516526;0;.004407563;0;13.514153919;0;.029111665
./TPTP-v8.2.0/Problems/LAT/LAT035-1.p;255;30.008552354;0;.005249235;255;30.013535510;0;.075934603
./TPTP-v8.2.0/Problems/LAT/LAT237-1.p;255;30.005123454;255;30.003626356;255;30.010803480;255;30.109074047
./TPTP-v8.2.0/Problems/LAT/LAT263-2.p;255;30.011623012;0;.007261266;255;30.010502696;0;.028106519
./TPTP-v8.2.0/Problems/LAT/LAT230-1.p;255;30.006952171;255;30.002987151;255;30.010743369;255;30.155322621
./TPTP-v8.2.0/Problems/LAT/LAT003-1.p;255;30.007684859;255;30.004229013;255;30.010727868;255;30.119547725
./TPTP-v8.2.0/Problems/LAT/LAT032-1.p;255;30.006592891;255;30.003370790;255;30.010330798;255;30.113132112
./TPTP-v8.2.0/Problems/LAT/LAT273-1.p;255;30.131195660;0;.196074817;255;30.037224429;255;30.235751040
./TPTP-v8.2.0/Problems/LAT/LAT201-1.p;255;30.008125472;255;30.003545404;255;30.008607547;255;30.101079365
./TPTP-v8.2.0/Problems/LAT/LAT206-1.p;255;30.007552058;255;30.003420901;255;30.009067789;255;30.104986624
./TPTP-v8.2.0/Problems/LAT/LAT262-1.p;255;30.071670427;0;.301416351;255;30.014696683;255;30.239150537
./TPTP-v8.2.0/Problems/LAT/LAT096-1.p;255;30.007322783;255;30.004050487;255;30.011492932;255;30.013668979
./TPTP-v8.2.0/Problems/LAT/LAT208-1.p;255;30.007018954;255;30.003887134;255;30.009129511;255;30.104217265
./TPTP-v8.2.0/Problems/LAT/LAT273-2.p;0;.056969157;0;.004907845;0;.037534270;0;.030530231
./TPTP-v8.2.0/Problems/LAT/LAT274-1.p;255;30.114954586;255;30.004097499;255;30.011567903;255;30.230933647
./TPTP-v8.2.0/Problems/LAT/LAT163-1.p;255;30.007602198;255;30.003636891;255;30.007167282;255;30.117703421
./TPTP-v8.2.0/Problems/LAT/LAT091-1.p;255;30.007864685;255;30.003521938;255;30.007401738;255;30.063273728
./TPTP-v8.2.0/Problems/LAT/LAT164-1.p;255;30.007738112;255;30.003208190;255;30.009049510;255;30.114807497
./TPTP-v8.2.0/Problems/LAT/LAT040-1.p;255;30.007162327;255;30.003646240;255;30.009919572;255;30.114305175
./TPTP-v8.2.0/Problems/LAT/LAT075-1.p;255;30.007108405;255;30.003915117;255;30.006347311;255;30.011240247
./TPTP-v8.2.0/Problems/LAT/LAT072-1.p;255;30.007902687;255;30.003451425;255;30.006363791;255;30.018526674
./TPTP-v8.2.0/Problems/LAT/LAT009-1.p;255;30.007608878;255;30.003623730;255;30.009843390;255;30.130121038
./TPTP-v8.2.0/Problems/LAT/LAT151-1.p;255;30.008547962;255;30.003279451;255;30.009232244;255;30.136514632
./TPTP-v8.2.0/Problems/LAT/LAT246-1.p;255;30.008248555;255;30.003201629;255;30.007981682;255;30.117247470
./TPTP-v8.2.0/Problems/LAT/LAT180-1.p;255;30.008712797;255;30.003909258;255;30.009200134;255;30.130284843
./TPTP-v8.2.0/Problems/LAT/LAT156-1.p;255;30.007418904;255;30.003614180;255;30.010307132;255;30.114600101
./TPTP-v8.2.0/Problems/LAT/LAT005-6.p;255;30.010539673;255;30.003845025;255;30.008048395;255;30.079751790
./TPTP-v8.2.0/Problems/LAT/LAT187-1.p;255;30.008160413;255;30.003072825;255;30.008094045;255;30.165821461
./TPTP-v8.2.0/Problems/LAT/LAT007-1.p;255;30.008388589;255;30.002827529;255;30.006021093;255;30.037692844
./TPTP-v8.2.0/Problems/LAT/LAT241-1.p;255;30.009314853;255;30.003964019;255;30.009105731;255;30.111857432
./TPTP-v8.2.0/Problems/LAT/LAT233-1.p;255;30.008128812;255;30.003670161;255;30.008610659;255;30.102506472
./TPTP-v8.2.0/Problems/LAT/LAT158-1.p;255;30.009315422;255;30.004092542;255;30.008456205;255;30.121401235
./TPTP-v8.2.0/Problems/LAT/LAT248-1.p;255;30.007820244;255;30.003368673;255;30.007959222;255;30.114986532
./TPTP-v8.2.0/Problems/LAT/LAT189-1.p;255;30.009178799;255;30.003232039;255;30.008210378;255;30.184612042
./TPTP-v8.2.0/Problems/LAT/LAT234-1.p;255;30.008900812;255;30.003006414;255;30.007894290;255;30.101442575
./TPTP-v8.2.0/Problems/LAT/LAT225-1.p;255;30.008656415;255;30.003543108;255;30.009356448;255;30.107560912
./TPTP-v8.2.0/Problems/LAT/LAT398-2.p;255;30.009788513;255;30.003674991;255;30.009262125;255;30.127687256
./TPTP-v8.2.0/Problems/LAT/LAT222-1.p;255;30.009675332;255;30.003396864;255;30.010511037;255;30.112635261
./TPTP-v8.2.0/Problems/LAT/LAT198-1.p;255;30.010507503;255;30.003462156;255;30.009167733;255;30.113590855
./TPTP-v8.2.0/Problems/LAT/LAT011-1.p;255;30.007937277;255;30.003459986;255;30.008669390;255;30.138182945
./TPTP-v8.2.0/Problems/LAT/LAT149-1.p;255;30.008137832;255;30.003168988;255;30.008685610;255;30.148769616
./TPTP-v8.2.0/Problems/LAT/LAT250-1.p;255;30.009426265;255;30.002995874;255;30.009604835;255;30.105781516
./TPTP-v8.2.0/Problems/LAT/LAT196-1.p;255;30.008109991;255;30.002534672;255;30.012409275;255;30.126406623
./TPTP-v8.2.0/Problems/LAT/LAT259-1.p;255;30.147386354;255;30.004017180;255;30.012963540;255;30.265400570
./TPTP-v8.2.0/Problems/LAT/LAT147-1.p;255;30.008397279;255;30.003360243;255;30.008310661;255;30.112303392
./TPTP-v8.2.0/Problems/LAT/LAT191-1.p;255;30.008512982;255;30.003427625;255;30.008788543;255;30.100537042
./TPTP-v8.2.0/Problems/LAT/LAT257-1.p;255;30.009517817;255;30.003137038;255;30.006921195;255;30.119661651
./TPTP-v8.2.0/Problems/LAT/LAT140-1.p;255;30.009565869;255;30.003257320;255;30.008552098;255;30.141293955
./TPTP-v8.2.0/Problems/LAT/LAT064-1.p;255;30.010026310;255;30.003140428;255;30.009159942;255;30.100257585
./TPTP-v8.2.0/Problems/LAT/LAT281-1.p;255;30.160015077;255;30.003643141;255;30.010145208;255;30.275868788
./TPTP-v8.2.0/Problems/LAT/LAT080-1.p;255;30.007937966;255;30.003369373;255;30.013796161;255;30.017466147
./TPTP-v8.2.0/Problems/LAT/LAT175-1.p;255;30.008415168;255;30.003485347;255;30.008264320;255;30.132387387
./TPTP-v8.2.0/Problems/LAT/LAT018-1.p;255;30.008860301;255;30.003262751;255;30.007013268;255;30.298917457
./TPTP-v8.2.0/Problems/LAT/LAT397-1.p;255;30.010615566;255;30.003711062;255;30.009511362;255;30.081616048
./TPTP-v8.2.0/Problems/LAT/LAT087-1.p;255;30.009784384;255;30.003567809;255;30.008770503;255;30.019629712
./TPTP-v8.2.0/Problems/LAT/LAT219-1.p;255;30.010150174;255;30.003232140;255;30.014185661;255;30.097627068
./TPTP-v8.2.0/Problems/LAT/LAT390-1.p;255;30.007622779;255;30.003487966;255;30.011120343;255;30.015305561
./TPTP-v8.2.0/Problems/LAT/LAT264-1.p;0;4.692084458;0;.054926435;0;.060138508;0;.060176650
./TPTP-v8.2.0/Problems/LAT/LAT172-1.p;255;30.007417924;255;30.004232825;255;30.008615769;255;30.108651289
./TPTP-v8.2.0/Problems/LAT/LAT262-2.p;0;1.260468367;0;.004730571;0;4.495296043;0;.027821822
./TPTP-v8.2.0/Problems/LAT/LAT217-1.p;255;30.008266206;255;30.003744214;255;30.008719652;255;30.100073661
./TPTP-v8.2.0/Problems/LAT/LAT089-1.p;255;30.008780159;255;30.003880087;255;30.007858600;255;30.055600812
./TPTP-v8.2.0/Problems/LAT/LAT023-1.p;255;30.007015024;255;30.004282638;255;30.008407114;255;30.128128998
./TPTP-v8.2.0/Problems/LAT/LAT229-10.p;255;30.010078915;255;30.003620031;255;30.009261497;255;30.292400941
./TPTP-v8.2.0/Problems/LAT/LAT210-1.p;255;30.011521942;255;30.003770325;255;30.008160538;255;30.106731431
./TPTP-v8.2.0/Problems/LAT/LAT265-2.p;0;.027109963;0;.003095190;0;.023696216;0;.022818664
./TPTP-v8.2.0/Problems/LAT/LAT399-1.p;255;30.007834328;255;30.003593420;255;30.008430566;255;30.096343736
./TPTP-v8.2.0/Problems/LAT/LAT006-1.p;255;30.007401267;255;30.003689053;255;30.008481197;255;30.021997004
./TPTP-v8.2.0/Problems/LAT/LAT033-1.p;0;2.147887259;0;.004239079;255;30.009407061;0;.026688043
./TPTP-v8.2.0/Problems/LAT/LAT034-1.p;0;4.785093728;0;.004691119;255;30.009789652;0;.026957460
./TPTP-v8.2.0/Problems/LAT/LAT281-2.p;255;30.008386506;0;.003964432;0;15.394005386;0;.026001305
./TPTP-v8.2.0/Problems/LAT/LAT249-1.p;255;30.006293359;255;30.004270039;255;30.011198408;255;30.100330459
./TPTP-v8.2.0/Problems/LAT/LAT259-2.p;255;30.008466257;0;.004971177;255;30.011146857;0;.028203381
./TPTP-v8.2.0/Problems/LAT/LAT272-1.p;255;30.087738516;0;.055390277;255;30.032710088;0;.341934498
./TPTP-v8.2.0/Problems/LAT/LAT274-2.p;255;30.009663017;255;30.003511090;255;30.009250238;0;.188306047
./TPTP-v8.2.0/Problems/LAT/LAT235-1.p;255;30.007802778;255;30.004104446;255;30.009793171;255;30.116671956
./TPTP-v8.2.0/Problems/LAT/LAT232-1.p;255;30.006917726;255;30.003721545;255;30.011448413;255;30.109960845
./TPTP-v8.2.0/Problems/LAT/LAT001-1.p;255;30.007994243;255;30.003600761;255;30.008988671;255;30.104489085
./TPTP-v8.2.0/Problems/LAT/LAT159-1.p;255;30.007046079;255;30.004093374;255;30.008496199;255;30.110927089
./TPTP-v8.2.0/Problems/LAT/LAT188-1.p;255;30.006957768;255;30.003507500;255;30.008381136;255;30.106263531
./TPTP-v8.2.0/Problems/LAT/LAT275-1.p;255;30.122232948;0;.385085132;255;30.011985058;255;30.231123796
./TPTP-v8.2.0/Problems/LAT/LAT157-1.p;255;30.006881236;255;30.003664334;255;30.009107945;255;30.117392197
